"genus","class_itis","family_itis","genus_itis","kingdom_itis","order_itis","phylum_itis","subkingdom_itis","class_tsn","family_tsn","genus_tsn","kingdom_tsn","order_tsn","phylum_tsn","subkingdom_tsn","species_itis","species_tsn","division_itis","division_tsn","infrakingdom_itis","subdivision_itis","infrakingdom_tsn","subdivision_tsn","subclass_itis","superdivision_itis","subclass_tsn","superdivision_tsn","variety_itis","variety_tsn","suborder_itis","subphylum_itis","suborder_tsn","subphylum_tsn","infraclass_itis","subfamily_itis","superfamily_itis","superorder_itis","superphylum_itis","infraclass_tsn","subfamily_tsn","superfamily_tsn","superorder_tsn","superphylum_tsn"
"Radiofilum","Chlorophyceae","Sphaeropleaceae","Radiofilum","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","9328","6456","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphidonema","Ulvophyceae","Ulotrichaceae","Raphidonema","Plantae","Ulotrichales",NA,"Viridiplantae","846521","6410","9399","202422","6409",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stichococcus","Trebouxiophyceae","Prasiolaceae","Stichococcus","Plantae","Prasiolales",NA,"Viridiplantae","846520","6393","6411","202422","6391",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ulothrix","Ulvophyceae","Ulotrichaceae","Ulothrix","Plantae","Ulotrichales",NA,"Viridiplantae","846521","6410","6417","202422","6409",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carteria","Chlorophyceae","Chlamydomonadaceae","Carteria","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5423","5429","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlamydomonas","Chlorophyceae","Chlamydomonadaceae","Chlamydomonas","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5423","5448","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlorogonium","Chlorophyceae","Chlamydomonadaceae","Chlorogonium","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5423","5539","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaerellopsis","Chlorophyceae","Chlamydomonadaceae","Sphaerellopsis","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5423","5558","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haematococcus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haematococcus salinus","5422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coccomonas","Chlorophyceae","Phacotaceae","Coccomonas","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5611","5635","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dysmorphococcus","Chlorophyceae","Phacotaceae","Dysmorphococcus","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5611","5612","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pyramimonas","Pyramimonadophyceae","Pyramimonadaceae","Pyramimonas","Plantae","Pyramimonadales",NA,"Viridiplantae","846519","955033","9535","202422","9514",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Prasinophytina","846493","954901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetraselmis","Chlorodendrophyceae","Chlorodendraceae","Tetraselmis","Plantae","Chlorodendrales",NA,"Viridiplantae","846515","9566","9560","202422","846579",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eudorina","Chlorophyceae","Volvocaceae","Eudorina","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5572","5597","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonium tranquillum","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pandorina","Chlorophyceae","Volvocaceae","Pandorina","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5572","5578","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pleodorina","Chlorophyceae","Volvocaceae","Pleodorina","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5572","5594","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volvox","Chrysophyceae","Ochromonadaceae","Syncrypta","Chromista","Ochromonadales",NA,"Chromista","1448","1452","1479","630578","1451",NA,"590735","Syncrypta volvox","1482","Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arthrodesmus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthrodesmus convergens","7193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bambusina","Conjugatophyceae","Desmidiaceae","Bambusina","Plantae","Desmidiales",NA,"Viridiplantae","954908","7256","8836","202422","954933",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Closterium","Bacillariophyceae","Bacillariaceae","Nitzschia","Chromista","Bacillariales",NA,"Harosa","2287","572758","5070","630578","590751",NA,"969910","Nitzschia closterium","5149","Ochrophyta","969917","Halvaria",NA,"969912",NA,"Bacillariophycidae","Heterokonta","969921","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Desmidium","Conjugatophyceae","Desmidiaceae","Desmidium","Plantae","Desmidiales",NA,"Viridiplantae","954908","7256","8844","202422","954933",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyalotheca","Xanthophyceae","Characiopsidaceae","Peroniella","Chromista","Mischococcales",NA,"Chromista","1883","1978","1994","630578","1935",NA,"590735","Peroniella hyalothecae","1996","Xanthophyta","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micrasterias","Conjugatophyceae","Desmidiaceae","Micrasterias","Plantae","Desmidiales",NA,"Viridiplantae","954908","7256","8358","202422","954933",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onychonema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Onychonema laeve var. latum","8766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penium","Chlorophyceae","Chlamydomonadaceae","Chlamydomonas","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5423","5448","202422","954926",NA,"954898","Chlamydomonas penium","5485","Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pleurotaenium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pleurotaenium spinulosum","8515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaerozosma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphaerozosma excavata","7250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spondylosium","Conjugatophyceae","Desmidiaceae","Spondylosium","Plantae","Desmidiales",NA,"Viridiplantae","954908","7256","8468","202422","954933",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Staurastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staurastrum connatum","7189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Staurodesmus","Conjugatophyceae","Desmidiaceae","Staurodesmus","Plantae","Desmidiales",NA,"Viridiplantae","954908","7256","7182","202422","954933",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teilingia","Conjugatophyceae","Zygnemataceae","Teilingia","Plantae","Zygnematales",NA,"Viridiplantae","954908","6995","7248","202422","6994",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetmemorus","Conjugatophyceae","Desmidiaceae","Tetmemorus","Plantae","Desmidiales",NA,"Viridiplantae","954908","7256","8483","202422","954933",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Xanthidium","Conjugatophyceae","Desmidiaceae","Xanthidium","Plantae","Desmidiales",NA,"Viridiplantae","954908","7256","8313","202422","954933",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonatozygon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonatozygon elegans","8920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mougeotia","Conjugatophyceae","Zygnemataceae","Mougeotia","Plantae","Zygnematales",NA,"Viridiplantae","954908","6995","7055","202422","6994",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spirogyra","Conjugatophyceae","Zygnemataceae","Spirogyra","Plantae","Zygnematales",NA,"Viridiplantae","954908","6995","6996","202422","6994",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zygnema","Conjugatophyceae",NA,NA,"Plantae","Zygnematales",NA,"Viridiplantae","954908",NA,NA,"202422","6994",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franceia","Trebouxiophyceae","Oocystaceae","Franceia","Plantae","Chlorellales",NA,"Viridiplantae","846520","5810","5958","202422","846591",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goniochloris","Xanthophyceae","Pleurochloridaceae","Goniochloris","Chromista","Mischococcales",NA,"Chromista","1883","1937","1960","630578","1935",NA,"590735",NA,NA,"Xanthophyta","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophiocytium","Xanthophyceae","Ophiocytaceae","Ophiocytium","Chromista","Mischococcales",NA,"Chromista","1883","2015","2016","630578","1935",NA,"590735",NA,NA,"Xanthophyta","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isthmochloron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tribonema","Xanthophyceae",NA,NA,"Chromista","Tribonematales",NA,"Chromista","1883",NA,NA,"630578","2049",NA,"590735",NA,NA,"Xanthophyta","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Centritractus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pseudotetraedron","Xanthophyceae","Centratractaceae","Pseudotetraedron","Chromista","Mischococcales",NA,"Chromista","1883","2007","2008","630578","1935",NA,"590735",NA,NA,"Xanthophyta","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Characiopsis","Xanthophyceae","Characiopsidaceae","Characiopsis","Chromista","Mischococcales",NA,"Chromista","1883","1978","1979","630578","1935",NA,"590735",NA,NA,"Xanthophyta","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harpochytrium","Monoblepharidomycetes","Harpochytriaceae","Harpochytrium","Fungi","Monoblepharidales",NA,"Eomycota","936318","936654","13820","555705","13830",NA,"936288",NA,NA,"Chytridiomycota","936289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gloeobotrys","Xanthophyceae","Gloeobotrydaceae","Gloeobotrys","Chromista","Mischococcales",NA,"Chromista","1883","2037","2038","630578","1935",NA,"590735",NA,NA,"Xanthophyta","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetraedriella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chamaesiphon","Cyanophyceae",NA,NA,"Bacteria","Chamaesiphonales","Cyanobacteria","Negibacteria","602",NA,NA,"50","838","956108","956096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stichosiphon","Cyanophyceae","Dermocarpaceae","Stichosiphon","Bacteria","Chamaesiphonales","Cyanobacteria","Negibacteria","602","839","844","50","838","956108","956096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coelomoron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lemmermanniella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhabdoglea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aulosira","Cyanophyceae","Nostocaceae","Aulosira","Bacteria","Nostocales","Cyanobacteria","Negibacteria","602","1099","1194","50","861","956108","956096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuspidothrix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Borzia","Cyanophyceae","Oscillatoriaceae","Borzia","Bacteria","Nostocales","Cyanobacteria","Negibacteria","602","862","1097","50","861","956108","956096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gomontiella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plectonema","Cyanophyceae","Scytonemataceae","Plectonema","Bacteria","Nostocales","Cyanobacteria","Negibacteria","602","1311","1312","50","861","956108","956096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homoeothrix","Cyanophyceae","Rivulariaceae","Homoeothrix","Bacteria","Nostocales","Cyanobacteria","Negibacteria","602","1229","1308","50","861","956108","956096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schizothrix","Cyanophyceae","Oscillatoriaceae","Schizothrix","Bacteria","Nostocales","Cyanobacteria","Negibacteria","602","862","1032","50","861","956108","956096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campylomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chilomonas","Cryptophyceae","Cryptomonadaceae","Chilomonas","Chromista","Cryptomonadales",NA,"Chromista","10598","10609","10610","630578","10599",NA,"590735",NA,NA,"Cryptophycophyta","10597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pyrenomonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acanthoceras","Bacillariophyceae","Acanthocerataceae","Acanthoceras","Chromista","Chaetocerotales",NA,"Harosa","2287","590790","590865","630578","590748",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Coscinodiscophycidae","Heterokonta","969922","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrosera","Bacillariophyceae","Biddulphiaceae","Hydrosera","Chromista","Biddulphiales",NA,"Harosa","2287","2677","2707","630578","590747",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Coscinodiscophycidae","Heterokonta","969922","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coscinodiscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coscinodiscus faurii","2513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Urosolenia","Bacillariophyceae","Rhizosoleniaceae","Urosolenia","Chromista","Rhizosoleniales",NA,"Harosa","2287","2878","590843","630578","590741",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Coscinodiscophycidae","Heterokonta","969922","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skeletonema","Bacillariophyceae","Skeletonemataceae","Skeletonema","Chromista","Thalassiosirales",NA,"Harosa","2287","969949","2401","630578","590745",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Coscinodiscophycidae","Heterokonta","969922","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclostephanos","Bacillariophyceae","Stephanodiscaceae","Cyclostephanos","Chromista","Thalassiosirales",NA,"Harosa","2287","590782","590827","630578","590745",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Coscinodiscophycidae","Heterokonta","969922","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Discostella","Bacillariophyceae","Stephanodiscaceae","Discostella","Chromista","Thalassiosirales",NA,"Harosa","2287","590782","970023","630578","590745",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Coscinodiscophycidae","Heterokonta","969922","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thalassiosira","Bacillariophyceae","Thalassiosiraceae",NA,"Chromista","Thalassiosirales",NA,"Harosa","2287","2400",NA,"630578","590745",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Coscinodiscophycidae","Heterokonta","969922","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karayevia","Bacillariophyceae","Achnanthidiaceae","Karayevia","Chromista","Achnanthales",NA,"Harosa","2287","590791","590831","630578","590746",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Bacillariophycidae","Heterokonta","969921","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Placoneis","Bacillariophyceae","Cymbellaceae","Placoneis","Chromista","Cymbellales",NA,"Harosa","2287","4704","590835","630578","590753",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Bacillariophycidae","Heterokonta","969921","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Distrionella","Bacillariophyceae","Fragilariaceae","Distrionella","Chromista","Fragilariales",NA,"Harosa","2287","590787","970024","630578","590750",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Fragilariophycidae","Heterokonta","969923","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hannaea","Bacillariophyceae","Fragilariaceae","Hannaea","Chromista","Fragilariales",NA,"Harosa","2287","590787","3320","630578","590750",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Fragilariophycidae","Heterokonta","969923","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Opephora","Bacillariophyceae","Fragilariaceae","Opephora","Chromista","Fragilariales",NA,"Harosa","2287","590787","3005","630578","590750",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Fragilariophycidae","Heterokonta","969923","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tabularia","Ulvophyceae","Polyphysaceae","Acetabularia","Plantae","Dasycladales",NA,"Viridiplantae","846521","955015","9229","202422","9227",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nupela","Bacillariophyceae","Naviculaceae","Nupela","Chromista","Naviculales",NA,"Harosa","2287","3648","969957","630578","590737",NA,"969910",NA,NA,"Ochrophyta","969917","Halvaria",NA,"969912",NA,"Bacillariophycidae","Heterokonta","969921","969914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dinophysis","Dinophyceae","Dinophysiaceae","Dinophysis","Chromista","Dinophysiales",NA,"Chromista","9874","9927","9928","630578","9921",NA,"590735",NA,NA,"Pyrrophycophyta","9873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amphidinium","Dinophyceae","Gymnodiniaceae","Amphidinium","Chromista","Gymnodiniales",NA,"Chromista","9874","9996","9997","630578","9994",NA,"590735",NA,NA,"Pyrrophycophyta","9873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
