"phylum","subphylum","class","subclass","order","family","genus","genus_new","authority","sp07","sp12","flag","note","link"
"Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Hydrodictyaceae","Tetraëdron","","Kützing, 1845","Tetraëdron; Tetraëdron caudatum; Tetraëdron minimum; Tetraëdron minutum; Tetraëdron muticum; Tetraëdron pentaedricum",NA,"","correct spelling is ""Tetraëdron""",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Hydrodictyaceae","Hydrodictyon","","Roth, 1797","Hydrodictyon",NA,"","",""
"Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Chlorellaceae","Acanthosphaera","","Lemmermann, 1899","Acanthosphaera",NA,"","",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Neochloridaceae","Golenkinia","","Chodat, 1894","Golenkinia",NA,"","",""
"Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Oocystaceae","Keriochlamys","","Pascher, 1943","Keriochlamys",NA,"","",""
"Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Oocystaceae","Cerasterias","","Reinsch, 1867","Cerasterias",NA,"","",""
"Charophyta","","Chlorokybophyceae","","Chlorokybales","Chlorokybaceae","Chlorokybus","","Geitler, 1942","Chlorokybus",NA,"","",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Scenedesmaceae","Dimorphococcus","","Braun, 1855","Dimorphococcus",NA,"","",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Sphaeropleales ","Polyedriopsis","","Schmidle, 1899","Polyedriopsis",NA,"","",""
"Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Oocystaceae","Trochiscia","","Kützing, 1834","Trochiscia",NA,"","",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Chlamydomonadales","Coccomyxaceae","Coccomyxa","","Schmidle, 1901","Coccomyxa",NA,"","",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Chlamydomonadales","Coccomyxaceae","Dispora","","Printz, 1914","Dispora",NA,"","",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Chlamydomonadales","Palmellopsidaceae","Chlamydocapsa","","Fott, 1972","Chlamydocapsa; Chlamydocapsa limnetica",NA,"","",""
"Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Chlorellaceae","Gloeotila","","Kützing, 1843","Gloeotila",NA,"","",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Chlamydomonadales","Chlamydomonadaceae","Diplostauron","","A.A.Korschikov, 1925","Diplostauron",NA,"","",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Chlamydomonadales","Chlamydomonadaceae","Gloeomonas","","Klebs, 1886","Gloeomonas",NA,"","",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Chlamydomonadales","Chlamydomonadaceae","Polytoma","","Ehrenberg, 1831","Polytoma",NA,"","",""
"Chlorophyta","Chlorophytina","Pedinophyceae","","Scourfieldiales","Scourfieldiaceae","Scourfieldia","","G.S.West, 1912","Scourfieldia",NA,"","",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Chlamydomonadales","Phacotaceae","Phacotus","","Perty, 1852","Phacotus",NA,"","",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Chlamydomonadales","Dunaliellaceae","Spermatozopsis","","","Spermatozopsis exsultans",NA,"","",""
"Chlorophyta","Chlorophytina","Chlorophyceae","","Chlamydomonadales","Volvocaceae","Platydorina","","Kofoid, 1899","Platydorina",NA,"","",""
"Charophyta","","Conjugatophyceae ","","Desmidiales","Desmidiaceae","Docidium","","Brébisson ex Ralfs, 1848","Docidium",NA,"","",""
"Charophyta","","Conjugatophyceae ","","Desmidiales","Desmidiaceae","Staurodesmus/Arthrodesmus/Octacanthium","Staurodesmus","Teiling, 1948","Staurodesmus/Arthrodesmus/Octacanthium",NA,"","",""
"Charophyta","","Conjugatophyceae ","","Zygnematales","Mesotaeniaceae","Mesotaenium","","Nägeli, 1849","Mesotaenium",NA,"","",""
"Charophyta","","Conjugatophyceae ","","Zygnematales","Mesotaeniaceae","Netrium",""," (Nägeli) Itzigsohn & Rothe, 1856","Netrium",NA,"","",""
"Charophyta","","Conjugatophyceae ","","Zygnematales","Mesotaeniaceae","Roya","","West & G.S.West, 1896","Roya",NA,"","",""
"Rhodophyta","Rhodellophytina","Stylonematophyceae","","Stylonematales","Stylonemataceae","Asterocystis","Choodactylon","","Asterocystis",NA,"","","http://cfb.unh.edu/phycokey/Choices/Rhodophyceae/Microreds/CHROODACTYLON/Chroodactylon_key.htm"
"Ochrophyta","","Synurophyceae","","Chloramoebales","Chloramoebaceae","Polykyrtos","","Pascher, 1937","Polykyrtos",NA,"","",""
"Ochrophyta","","Raphidophyceae","","Chattonellales","Vacuolariaceae","Vacuolaria","","Cienkowski, 1870","Vacuolaria",NA,"","",""
"Ochrophyta","","Chrysophyceae","","Chromulinales","Chrysamoebaceae","Chrysocapsa","","Pascher, 1913","Chrysocapsa",NA,"","",""
"Ochrophyta","","Chrysophyceae","","Chromulinales","Chrysamoebaceae","Chrysidiastrum","","Lauterborn, 1913","Chrysidiastrum",NA,"","",""
"Ochrophyta","","Chrysophyceae","","Chromulinales","Chrysothallaceae","Phaeoplaca",""," Chodat, 1926","Phaeoplaca",NA,"","",""
"Ochrophyta","","Chrysophyceae","","Chromulinales","Dinobryaceae","Stylochrysalis","","Stein, 1878","Stylochrysalis",NA,"","",""
"Ochrophyta","","Synurophyceae","","Synurales","Synuraceae","Chrysodidymus","","Prowse, 1962","Chrysodidymus",NA,"","",""
"Ochrophyta","","Chrysophyceae","","Chromulinales","Paraphysomonadaceae","Chrysosphaerella","","Lauterborn, 1896","Chrysosphaerella",NA,"","",""
"Ochrophyta","","Chrysophyceae","","Chromulinales","Chrysosphaeraceae","Chrysosphaera","","Pascher, 1914","Chrysosphaera",NA,"","",""
"Ochrophyta","","Xanthophyceae","","Mischococcales","Botrydiopsidaceae","Botrydiopsis","","Borzì, 1889","Botrydiopsis",NA,"","",""
"Ochrophyta","","Xanthophyceae","","Mischococcales","Characiopsidaceae","Peroniella","","Gobi, 1886","Peroniella",NA,"","","http://algaebase.org/search/genus/detail/?genus_id=x8a9cf9eacf64146d&-session=abv4:CC2E5C920c7ad2E632sGFB4C9A8A"
"Ochrophyta","","Xanthophyceae","","Mischococcales","Pleurochloridaceae","Pleurogaster","","Pascher, 1938","Pleurogaster",NA,"","",""
"Haptophyta","","Coccolithophyceae","Prymnesiophycidae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina",""," Lackey, 1939","Chrysochromulina",NA,"","",""
"Ochrophyta","","Xanthophyceae","","Rhizochloridales","Stipitococcaceae","Stipitococcus","","West & G.S.West, 1898","Stipitococcus",NA,"","",""
