"algal_group12","algal_group07","phylum12","phylum07","class12","order12","order07","family12","family07","genus","sp12","sp07","class_itis","family_itis","genus_itis","kingdom_itis","order_itis","phylum_itis","subkingdom_itis","class_tsn","family_tsn","genus_tsn","kingdom_tsn","order_tsn","phylum_tsn","subkingdom_tsn","species_itis","species_tsn","division_itis","division_tsn","infrakingdom_itis","subdivision_itis","infrakingdom_tsn","subdivision_tsn","subclass_itis","superdivision_itis","subclass_tsn","superdivision_tsn","variety_itis","variety_tsn","suborder_itis","subphylum_itis","suborder_tsn","subphylum_tsn","infraclass_itis","subfamily_itis","superfamily_itis","superorder_itis","superphylum_itis","infraclass_tsn","subfamily_tsn","superfamily_tsn","superorder_tsn","superphylum_tsn","genus_id"
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Micractiniaceae","Micractiniaceae","Micractinium","Micractinium; Micractinium pusillum; Micractinium quadrisetum","Micractinium","Chlorophyceae","Micractiniaceae","Micractinium","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,6313,6321,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Microsporaceae","Microsporaceae","Microspora","Microspora","Microspora","Cyanophyceae","Chroococcaceae","Aphanothece","Bacteria","Chroococcales","Cyanobacteria","Negibacteria",602,604,636,50,603,956108,956096,"Aphanothece microspora",649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Ankistrodesmus","Ankistrodesmus; Ankistrodesmus bibraianus; Ankistrodesmus falcatus; Ankistrodesmus spiralis","Ankistrodesmus; Ankistrodesmus falcatus; Ankistrodesmus fractus; Ankistrodesmus nannoselene; Ankistrodesmus spiralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ankistrodesmus setigurus",5659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Tetrasporales","Oocystaceae","Coccomyxaceae","Eremosphaera","Eremosphaera viridis","Eremosphaera","Trebouxiophyceae","Oocystaceae","Eremosphaera","Plantae","Chlorellales",NA,"Viridiplantae",846520,5810,5984,202422,846591,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Oocystaceae",NA,"Keratococcus","Keratococcus bicaudatus",NA,"Trebouxiophyceae","Chlorellaceae","Keratococcus","Plantae","Chlorellales",NA,"Viridiplantae",846520,6025,202441,202422,846591,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Kirchneriella","Kirchneriella; Kirchneriella contorta; Kirchneriella lunaris; Kirchneriella obesa","Kirchneriella; Kirchneriella contorta; Kirchneriella lunaris; Kirchneriella obesa","Chlorophyceae","Selenastraceae","Kirchneriella","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,954992,5895,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Lagerheimia","Lagerheimia; Lagerheimia chodatii; Lagerheimia citriformis; Lagerheimia genevensis; Lagerheimia longiseta; Lagerheimia quadriseta; Lagerheimia subsalsa; Lagerheimia wratislaviensis","Lagerheimia; Lagerheimia genevensis; Lagerheimia subsalsa","Cyanophyceae","Oscillatoriaceae","Lyngbya","Bacteria","Nostocales","Cyanobacteria","Negibacteria",602,862,870,50,861,956108,956096,"Lyngbya lagerheimia",892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Monoraphidium","Monoraphidium; Monoraphidium arcuatum; Monoraphidium circinale; Monoraphidium contortum; Monoraphidium convolutum; Monoraphidium griffithii; Monoraphidium irregulare; Monoraphidium komarkovae; Monoraphidium minimum; Monoraphidium minutum; Monoraphidium nanum; Monoraphidium pusillum; Monoraphidium tortile","Monoraphidium","Chlorophyceae","Selenastraceae","Monoraphidium","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,954992,5990,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Nephrocytium","Nephrocytium; Nephrocytium agardhianum; Nephrocytium limneticum; Nephrocytium lunatum","Nephrocytium; Nephrocytium limneticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nephrocytium closterioides",5940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Oocystis","Oocystis; Oocystis borgei; Oocystis crassa; Oocystis lacustris; Oocystis marssonii; Oocystis parva; Oocystis pusilla; Oocystis solitaria","Oocystis; Oocystis elliptica; Oocystis eremosphaeria; Oocystis gigas; Oocystis gloeocystiformis; Oocystis parva; Oocystis pusilla; Oocystis pyriformis; Oocystis solitaria","Trebouxiophyceae","Oocystaceae","Oocystis","Plantae","Chlorellales",NA,"Viridiplantae",846520,5810,5827,202422,846591,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Planktosphaeria","Planktosphaeria; Planktosphaeria gelatinosa","Planktosphaeria","Trebouxiophyceae","Oocystaceae","Planktosphaeria","Plantae","Chlorellales",NA,"Viridiplantae",846520,5810,5909,202422,846591,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Quadrigula","Quadrigula; Quadrigula chodatii; Quadrigula closteroides; Quadrigula lacustris; Quadrigula pfitzeri","Quadrigula; Quadrigula chodati; Quadrigula lacustris","Chlorophyceae","Selenastraceae","Quadrigula","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,954992,5938,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Schroederia","Schroederia; Schroederia robusta; Schroederia setigera","Schroederia","Chlorophyceae","Chlorococcaceae","Schroederia","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,5647,5656,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Selenastrum","Selenastrum; Selenastrum gracile; Selenastrum minutum","Selenastrum","Chlorophyceae","Selenastraceae","Selenastrum","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,954992,6249,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Westella","Westella; Westella botryoides; Westella linearis","Westella","Trebouxiophyceae","Oocystaceae","Westella","Plantae","Chlorellales",NA,"Viridiplantae",846520,5810,5969,202422,846591,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Scenedesmaceae","Scenedesmaceae","Actinastrum","Actinastrum; Actinastrum gracillimum; Actinastrum hantzschii","Actinastrum; Actinastrum hantzschii","Chlorophyceae","Scenedesmaceae","Actinastrum","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,6097,6098,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Scenedesmaceae","Scenedesmaceae","Crucigenia","Crucigenia; Crucigenia apiculata; Crucigenia crucifera; Crucigenia fenestrata; Crucigenia irregularis; Crucigenia quadrata; Crucigenia rectangularis; Crucigenia tetrapedia; Crucigenia truncata","Crucigenia; Crucigenia apiculata; Crucigenia fenestrata; Crucigenia irregularis; Crucigenia quadrata; Crucigenia rectangularis; Crucigenia tetrapedia","Chlorophyceae","Scenedesmaceae","Crucigenia","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,6097,6225,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Scenedesmaceae",NA,"Crucigeniella","Crucigeniella; Crucigeniella apiculata; Crucigeniella crucifera; Crucigeniella irregularis; Crucigeniella rectangularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Scenedesmaceae","Scenedesmaceae","Scenedesmus","Scenedesmus; Scenedesmus abundans; Scenedesmus acuminatus; Scenedesmus acutiformis; Scenedesmus arcuatus; Scenedesmus armatus; Scenedesmus balatonicus; Scenedesmus bernardii; Scenedesmus bijuga; Scenedesmus brasiliensis; Scenedesmus communis; Scenedesmus costatus; Scenedesmus dimorphus; Scenedesmus dispar; Scenedesmus ellipticus; Scenedesmus falcatus; Scenedesmus incrassatulus; Scenedesmus obliquus; Scenedesmus opoliensis; Scenedesmus protuberans; Scenedesmus quadricauda; Scenedesmus raciborskii; Scenedesmus subspicatus","Scenedesmus; Scenedesmus acuminatus; Scenedesmus bijuga; Scenedesmus dimorphus; Scenedesmus ecornis; Scenedesmus ovalternus; Scenedesmus quadricuada Westii; Scenedesmus quadricuada maximus; Scenedesmus spinosus","Chlorophyceae","Scenedesmaceae","Scenedesmus","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,6097,6104,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Scenedesmaceae","Scenedesmaceae","Tetrastrum","Tetrastrum; Tetrastrum elegans; Tetrastrum glabrum; Tetrastrum heteracanthum; Tetrastrum komarekii; Tetrastrum minimum; Tetrastrum staurogeniaeforme; Tetrastrum triangulare","Tetrastrum; Tetrastrum glabrum; Tetrastrum staurogeniaforma","Chlorophyceae","Scenedesmaceae","Tetrastrum","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,6097,6260,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Cladophorales",NA,"Cladophoraceae",NA,"Cladophora","Cladophora; Cladophora glomerata",NA,"Ulvophyceae",NA,NA,"Plantae","Cladophorales",NA,"Viridiplantae",846521,NA,NA,202422,6745,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Cladophorales","Cladophorales","Cladophoraceae","Cladophoraceae","Rhizoclonium","Rhizoclonium","Rhizoclonium","Ulvophyceae","Cladophoraceae","Rhizoclonium","Plantae","Cladophorales",NA,"Viridiplantae",846521,6746,6853,202422,6745,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Cylindrocapsales",NA,"Cylindrocapsaceae",NA,"Cylindrocapsa","Cylindrocapsa geminella",NA,"Chlorophyceae","Cylindrocapsaceae",NA,"Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,9376,NA,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Desmidiales","Zygnematales","Desmidiaceae","Desmidiaceae","Cosmarium","Cosmarium; Cosmarium biretum; Cosmarium hammeri; Cosmarium porrectum; Cosmarium undulatum","Cosmarium; Cosmarium garrolense","Conjugatophyceae","Desmidiaceae","Cosmarium","Plantae","Desmidiales",NA,"Viridiplantae",954908,7256,7848,202422,954933,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Desmidiales","Zygnematales","Desmidiaceae","Desmidiaceae","Euastrum","Euastrum; Euastrum bidnetatum; Euastrum denticulatum; Euastrum pseudocorelloides","Euastrum","Conjugatophyceae","Desmidiaceae","Euastrum","Plantae","Desmidiales",NA,"Viridiplantae",954908,7256,8525,202422,954933,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Oedogoniales",NA,"Oedogoniaceae",NA,"Bulbochaete","Bulbochaete",NA,"Chlorophyceae","Oedogoniaceae","Bulbochaete","Plantae","Oedogoniales",NA,"Viridiplantae",5415,8958,9115,202422,8957,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniales","Oedogoniaceae","Oedogoniaceae","Oedogonium","Oedogonium","Oedogonium","Chlorophyceae","Oedogoniaceae","Oedogonium","Plantae","Oedogoniales",NA,"Viridiplantae",5415,8958,8959,202422,8957,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Oocystales","Chlorococcales","Oocystaceae","Oocystaceae","Chlorella","Chlorella; Chlorella ellipsoidea; Chlorella vulgaris","Chlorella","Trebouxiophyceae","Oocystaceae","Chlorella","Plantae","Chlorellales",NA,"Viridiplantae",846520,5810,5811,202422,846591,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Oocystales","Chlorococcales","Oocystaceae","Oocystaceae","Closteriopsis","Closteriopsis; Closteriopsis acicularis; Closteriopsis longissima","Closteriopsis","Trebouxiophyceae","Oocystaceae","Closteriopsis","Plantae","Chlorellales",NA,"Viridiplantae",846520,5810,5926,202422,846591,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Oocystales","Chlorococcales","Oocystaceae","Oocystaceae","Treubaria","Treubaria; Treubaria setigerum; Treubaria triappendiculata","Treubaria","Trebouxiophyceae","Oocystaceae","Treubaria","Plantae","Chlorellales",NA,"Viridiplantae",846520,5810,5919,202422,846591,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Sphaeropleales","Chlorococcales","Characiaceae","Chlorococcaceae","Characium","Characium; Characium ambiguum; Characium limneticum","Characium","Chlorophyceae","Characiaceae","Characium","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,5755,5756,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Sphaeropleales","Chlorococcales","Hydrodictyaceae","Hydrodictyaceae","Sorastrum","Sorastrum; Sorastrum americanum","Sorastrum","Chlorophyceae","Hydrodictyaceae","Sorastrum","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,6030,6088,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Sphaeropleales",NA,"Hydrodictyaceae",NA,"Stauridium","Stauridium tetras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Sphaeropleales",NA,"Neochloridaceae",NA,"Chlorotetraedron","Chlorotetraedron incus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Sphaeropleales",NA,"Radiococcaceae",NA,"Coenochloris","Coenochloris fottii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Sphaeropleales",NA,"Radiococcaceae",NA,"Coenococcus","Coenococcus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Sphaeropleales","Chlorococcales","Scenedesmaceae","Scenedesmaceae","Coelastrum","Coelastrum; Coelastrum astroideum; Coelastrum microporum; Coelastrum proboscideum; Coelastrum pseudomicroporum; Coelastrum pulchrum; Coelastrum reticulatum; Coelastrum sphaericum","Coelastrum; Coelastrum cambricum; Coelastrum microporum; Coelastrum reticulatum; Coelastrum sphaericum","Chlorophyceae","Scenedesmaceae","Coelastrum","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,6097,6273,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Sphaeropleales",NA,"Scenedesmaceae",NA,"Tetradesmus","Tetradesmus wisconsinensis",NA,"Chlorophyceae","Scenedesmaceae","Tetradesmus","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,6097,6244,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Sphaeropleales",NA,"Scenedesmaceae",NA,"Tetrallantos","Tetrallantos lagerheimii",NA,"Chlorophyceae","Scenedesmaceae","Tetrallantos","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,6097,6247,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Sphaeropleales",NA,"Selenastraceae",NA,"Chlorolobion","Chlorolobion braunii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Sphaeropleales",NA,"Sphaeropleales",NA,"Raphidocelis","Raphidocelis contorta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Tetrasporales","Tetrasporales","Coccomyxaceae","Coccomyxaceae","Elakatothrix","Elakatothrix; Elakatothrix gelatinosa; Elakatothrix viridis","Elakatothrix; Elakatothrix gelatinosa; Elakatothrix giplek","Klebsormidiophyceae","Elakatotrichaceae","Elakatothrix","Plantae","Klebsormidiales",NA,"Viridiplantae",846524,9398,9412,202422,9397,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Tetrasporales","Tetrasporales","Palmellaceae","Palmellaceae","Gloeocystis","Gloeocystis; Gloeocystis ampla; Gloeocystis gigas; Gloeocystis planctonica; Gloeocystis vesiculosa","Gloeocystis; Gloeocystis planktonica; Gloeocystis vesiculosa","Chlorophyceae","Radiococcaceae","Gloeocystis","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,954985,6355,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Tetrasporales","Tetrasporales","Palmellopsidaceae","Gloeocystaceae","Asterococcus","Asterococcus; Asterococcus limneticus","Asterococcus","Chlorophyceae","Palmellopsidaceae","Asterococcus","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,9163,9178,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Tetrasporales","Tetrasporales","Palmellopsidaceae","Palmellaceae","Sphaerocystis","Sphaerocystis; Sphaerocystis planktonica; Sphaerocystis schroeteri","Sphaerocystis; Sphaerocystis schroeteri","Chlorophyceae","Sphaerocystidaceae","Sphaerocystis","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,954997,9169,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227
